gene,r_cnv_rna,p_cnv_rna,r_cnv_prot,p_cnv_prot,prot_att,prot_att_class
TBC1D23,0.461021446,9.15E-21,0.315492446,1.16E-08,0.145529,a_not
PAAF1,0.494116883,4.74E-24,0.348593602,1.66E-09,0.145523282,a_not
MARS,0.379486018,4.74E-14,0.234053933,5.68E-06,0.145432085,a_not
TMEM126A,0.486635242,2.82E-23,0.341264579,4.96E-10,0.145370663,a_not
PNO1,0.34473843,1.04E-11,0.199444685,0.00029677,0.145293745,a_not
FDFT1,0.415013795,9.40E-17,0.2697275,3.00E-07,0.145286296,a_not
TBPL1,0.433149711,2.91E-18,0.287869689,9.15E-06,0.145280022,a_not
SRCAP,0.400897021,1.22E-15,0.25574996,1.64E-05,0.145147062,a_not
PTK2,0.660832336,1.53E-47,0.515727527,1.62E-25,0.145104809,a_not
TMEM214,0.341281744,1.72E-11,0.196236988,0.000151516,0.145044756,a_not
STRAP,0.599119826,3.18E-37,0.454112027,4.01E-20,0.145007799,a_not
LIPE,0.326351273,1.40E-10,0.181350665,0.006143996,0.145000607,a_not
PRKAA1,0.35607836,1.93E-12,0.211175656,4.77E-05,0.144902705,a_not
TARS2,0.505522565,2.87E-25,0.360763117,2.21E-12,0.144759448,a_not
OSBPL2,0.586271076,2.39E-35,0.441515559,1.49E-15,0.144755518,a_not
TMEM205,0.32085495,2.95E-10,0.176137326,0.000888624,0.144717624,a_not
ANXA2,0.248798286,1.35E-06,0.10412478,0.045923804,0.144673506,a_not
CEACAM5,0.062535875,0.231409295,-0.082135037,0.226057162,0.144670912,a_not
FLOT2,0.545211684,6.99E-30,0.400596279,1.54E-15,0.144615405,a_not
HSD17B8,0.224384219,1.39E-05,0.079839981,0.131072206,0.144544238,a_not
PAK4,0.514551062,2.89E-26,0.370027544,1.17E-11,0.144523518,a_not
SARNP,0.302264617,3.26E-09,0.157781664,0.003685044,0.144482953,a_not
RSRC2,0.4436131,3.56E-19,0.299150327,3.55E-07,0.144462773,a_not
METTL5,0.371484646,1.74E-13,0.227057534,0.001539532,0.144427112,a_not
ADPRHL2,0.579354736,2.25E-34,0.434976287,1.70E-17,0.144378449,a_not
PARP12,0.181237307,0.000476049,0.03686273,0.515834438,0.144374577,a_not
CRYZL1,0.470907558,1.04E-21,0.326615282,1.10E-08,0.144292276,a_not
PKN1,0.437093377,1.33E-18,0.292833914,2.90E-07,0.144259464,a_not
ARL6IP1,0.226546575,1.14E-05,0.082316108,0.116939216,0.144230467,a_not
SPON2,0.068259265,0.19137944,-0.075925035,0.411824307,0.1441843,a_not
CLSTN1,0.37220674,1.55E-13,0.228036076,8.92E-05,0.144170663,a_not
PCYT1A,0.582859704,7.27E-35,0.438704312,2.84E-18,0.144155392,a_not
CCDC58,0.356248767,1.88E-12,0.212149627,7.68E-05,0.14409914,a_not
RECQL5,0.556479917,2.63E-31,0.412536693,1.31E-11,0.143943224,a_not
CARS,0.467890892,2.04E-21,0.323952339,1.13E-09,0.143938552,a_not
CUL4A,0.652688231,4.83E-46,0.508753672,2.17E-23,0.143934559,a_not
TRIM3,0.33161701,6.78E-11,0.187732115,0.003441385,0.143884895,a_not
ARMC6,0.471481325,9.15E-22,0.327603055,5.50E-09,0.14387827,a_not
MPDU1,0.436059595,1.64E-18,0.292273733,3.20E-08,0.143785862,a_not
ZMIZ2,0.458079203,1.73E-20,0.314376932,8.04E-06,0.143702271,a_not
LRRFIP2,0.481954851,8.42E-23,0.338307538,1.93E-10,0.143647313,a_not
ECSIT,0.505627942,2.80E-25,0.362003614,2.79E-11,0.143624328,a_not
BCL7C,0.300320715,4.16E-09,0.156804999,0.014613937,0.143515716,a_not
ADCY6,0.440653949,6.50E-19,0.297182798,0.001323003,0.14347115,a_not
PEAK1,0.274264781,8.98E-08,0.130842917,0.055416954,0.143421865,a_not
PPCDC,0.531806697,2.96E-28,0.388388755,5.93E-10,0.143417942,a_not
ZCCHC10,0.445194059,2.58E-19,0.301984162,0.001416292,0.143209896,a_not
STAMBP,0.409570484,2.56E-16,0.266410232,2.03E-06,0.143160253,a_not
DHRS2,0.238848485,3.59E-06,0.095696798,0.154360325,0.143151687,a_not
CHPT1,0.428520884,7.21E-18,0.285401093,0.002286725,0.143119791,a_not
GNG12,0.276087922,7.32E-08,0.132991317,0.010652682,0.143096605,a_not
VDAC3,0.686912703,1.11E-52,0.543873184,2.45E-27,0.143039519,a_not
TSPO,0.415074677,9.30E-17,0.272043334,6.37E-07,0.143031343,a_not
WDFY3,0.439720471,7.85E-19,0.296726738,3.67E-06,0.142993733,a_not
MYL6B,0.190432904,0.00023842,0.047444365,0.420870267,0.142988539,a_not
FAM118B,0.503146922,5.20E-25,0.360166771,2.94E-09,0.142980151,a_not
SEC14L1,0.343942496,1.17E-11,0.200985316,0.008992735,0.14295718,a_not
ARID5B,0.199440466,0.00011731,0.056493656,0.412044304,0.14294681,a_not
HNRNPH3,0.356413411,1.83E-12,0.21353357,3.63E-05,0.142879841,a_not
ISCA2,0.500848562,9.18E-25,0.357971914,2.76E-10,0.142876647,a_not
MAN2B2,0.400232013,1.37E-15,0.257392695,3.54E-05,0.142839318,a_not
LANCL2,0.422091665,2.48E-17,0.279295802,2.21E-07,0.142795863,a_not
LTBP2,0.138192078,0.007937581,-0.004508467,0.940890494,0.142700545,a_not
ABHD16A,0.411933739,1.66E-16,0.269235732,1.76E-07,0.142698007,a_not
CDH3,0.220701466,1.94E-05,0.078038789,0.192122025,0.142662677,a_not
TMBIM6,0.528295845,7.68E-28,0.385775519,1.28E-10,0.142520326,a_not
MON1B,0.498610891,1.59E-24,0.356216902,6.48E-07,0.142393989,a_not
SYNE2,0.272650711,1.08E-07,0.130278572,0.012860174,0.142372139,a_not
AKAP11,0.399693479,1.51E-15,0.257347591,3.82E-05,0.142345887,a_not
CARD8,0.276815955,6.74E-08,0.134493615,0.070272534,0.14232234,a_not
MZT1,0.39920599,1.64E-15,0.256911038,0.003418039,0.142294952,a_not
CRBN,0.424730778,1.50E-17,0.282448516,1.10E-06,0.142282261,a_not
APP,0.41844688,4.95E-17,0.276167979,2.69E-07,0.142278901,a_not
RAI1,0.427435051,8.91E-18,0.285235589,3.08E-06,0.142199462,a_not
LIG4,0.448956748,1.18E-19,0.30676106,1.27E-06,0.142195689,a_not
IRF2BP2,0.407400292,3.80E-16,0.265208951,3.29E-07,0.142191341,a_not
FAM126B,0.31924182,3.66E-10,0.177109082,0.016464062,0.142132738,a_not
SLC9A3R2,0.316645492,5.16E-10,0.174517537,0.001909368,0.142127955,a_not
AURKA,0.468529661,1.77E-21,0.326402337,6.90E-06,0.142127324,a_not
LBH,0.151982017,0.003471246,0.009881379,0.882295653,0.142100638,a_not
TMEM134,0.41198735,1.65E-16,0.269925379,0.001977734,0.142061971,a_not
PHPT1,0.362731869,6.93E-13,0.220678391,2.33E-05,0.142053478,a_not
ZNF318,0.523184152,3.02E-27,0.381232269,6.25E-10,0.141951882,a_not
MAP2K2,0.316333236,5.37E-10,0.174448787,0.000816593,0.141884449,a_not
SMOC1,0.047029137,0.368331095,-0.094850825,0.309035156,0.141879962,a_not
EFS,0.048522151,0.353305704,-0.093343648,0.363140059,0.1418658,a_not
SLC39A6,0.347364168,7.10E-12,0.205506071,0.002768887,0.141858097,a_not
CBWD2,0.294913141,8.07E-09,0.153061368,0.01863421,0.141851772,a_not
SCAF1,0.434934866,2.05E-18,0.293105728,9.49E-07,0.141829138,a_not
PIP4K2C,0.514725608,2.77E-26,0.372901138,2.36E-13,0.141824469,a_not
C11orf31,0.39469151,3.62E-15,0.252915426,3.57E-05,0.141776084,a_not
NSUN2,0.636178244,3.87E-43,0.49444851,4.38E-24,0.141729734,a_not
NEIL2,0.604533893,4.86E-38,0.462804887,8.83E-11,0.141729006,a_not
SENP7,0.240452863,3.08E-06,0.098787285,0.168343009,0.141665578,a_not
KIAA1143,0.493756205,5.17E-24,0.35218677,3.25E-09,0.141569435,a_not
ARHGEF1,0.406884605,4.17E-16,0.265376131,2.48E-07,0.141508474,a_not
NAGK,0.19133235,0.000222437,0.049848417,0.340287091,0.141483932,a_not
BCR,0.471724303,8.67E-22,0.330290505,2.41E-08,0.141433798,a_not
C17orf97,0.237565308,4.07E-06,0.096164326,0.201632408,0.141400982,a_not
ASTE1,0.419852386,3.80E-17,0.278453304,0.006576679,0.141399082,a_not
CAMK2G,0.520985988,5.40E-27,0.379601685,2.64E-12,0.141384303,a_not
TBC1D22A,0.517705895,1.28E-26,0.376380454,4.33E-11,0.141325441,a_not
HMMR,0.25280986,8.96E-07,0.111488848,0.117880214,0.141321012,a_not
GRB2,0.567482083,9.43E-33,0.42617069,1.26E-17,0.141311393,a_not
GOT2,0.392479755,5.31E-15,0.251244716,1.05E-06,0.141235039,a_not
BCL2L11,0.271993432,1.16E-07,0.130783062,0.132011453,0.14121037,a_not
FOXJ2,0.500357428,1.04E-24,0.359183491,7.36E-06,0.141173937,a_not
ATP11A,0.391981446,5.78E-15,0.250910928,0.000181534,0.141070518,a_not
FBXL6,0.443811322,3.42E-19,0.302750046,5.32E-06,0.141061277,a_not
ABR,0.330057215,8.42E-11,0.189026253,0.000440339,0.141030962,a_not
CDK2,0.380783925,3.83E-14,0.23975382,8.59E-06,0.141030105,a_not
HRSP12,0.560177774,8.70E-32,0.419172227,1.21E-15,0.141005548,a_not
XPR1,0.235268536,5.07E-06,0.09427038,0.149685859,0.140998156,a_not
ALG5,0.412573044,1.48E-16,0.271703716,2.97E-07,0.140869329,a_not
POFUT1,0.528809415,6.69E-28,0.387952587,2.06E-14,0.140856828,a_not
MDC1,0.464560048,4.24E-21,0.323710505,6.99E-10,0.140849543,a_not
EFCAB4B,0.122156731,0.019068679,-0.018656456,0.827437612,0.140813188,a_not
ITSN2,0.359879933,1.08E-12,0.219093575,0.000144844,0.140786358,a_not
MAPK7,0.449778059,9.98E-20,0.309141799,1.50E-06,0.14063626,a_not
ENPP2,0.078410415,0.133260505,-0.062213157,0.408052413,0.140623572,a_not
SOX4,0.222173509,1.70E-05,0.08158189,0.403508624,0.140591619,a_not
TDP1,0.577173028,4.53E-34,0.436588636,7.17E-13,0.140584392,a_not
CSK,0.517055394,1.51E-26,0.376505028,1.97E-13,0.140550366,a_not
ACP2,0.417482987,5.93E-17,0.277007933,2.27E-07,0.140475054,a_not
SLC25A29,0.417193855,6.26E-17,0.276736174,6.16E-06,0.140457681,a_not
CAPRIN1,0.515732469,2.13E-26,0.375318359,9.37E-14,0.14041411,a_not
FBXL15,0.3044258,2.49E-09,0.164056899,0.018171669,0.140368901,a_not
INPP5B,0.435339247,1.89E-18,0.295110458,2.59E-06,0.140228789,a_not
TFEB,0.166245618,0.001371444,0.026154625,0.759038478,0.140090993,a_not
TRAF3,0.385820971,1.65E-14,0.245741602,0.000571587,0.140079369,a_not
PRKCE,0.285369754,2.52E-08,0.14529603,0.044344744,0.140073724,a_not
TXNDC16,0.275585968,7.74E-08,0.135528042,0.09375826,0.140057925,a_not
SH3BGRL2,0.263325252,2.98E-07,0.123277771,0.020695147,0.140047481,a_not
CALCOCO1,0.24674489,1.65E-06,0.106702317,0.117062717,0.140042572,a_not
YKT6,0.5689116,6.06E-33,0.428884116,1.25E-17,0.140027485,a_not
ZFC3H1,0.292737727,1.05E-08,0.152778662,0.017390231,0.139959066,a_not
COMMD1,0.227726156,1.03E-05,0.087770148,0.143661201,0.139956008,a_not
NMD3,0.313720692,7.57E-10,0.173891091,0.002017149,0.139829601,a_not
TUBB,0.403756898,7.33E-16,0.263968437,2.78E-07,0.139788461,a_not
OTUD7B,0.403899015,7.14E-16,0.264115797,1.05E-05,0.139783218,a_not
CD46,0.371132676,1.84E-13,0.231354344,1.27E-05,0.139778332,a_not
HIP1R,0.333410885,5.28E-11,0.193690897,0.000289857,0.139719989,a_not
PON2,0.406559361,4.43E-16,0.266849549,2.11E-07,0.139709812,a_not
HARS,0.609708832,7.79E-39,0.47000425,1.27E-21,0.139704583,a_not
C2orf54,0.122687002,0.018550692,-0.016942283,0.858005746,0.139629285,a_not
LUC7L3,0.366533258,3.82E-13,0.226939258,1.16E-05,0.139593999,a_not
LIPA,0.241481618,2.78E-06,0.101908163,0.061664295,0.139573455,a_not
FOXK2,0.634751673,6.77E-43,0.49519223,1.91E-15,0.139559443,a_not
GSK3A,0.609117987,9.62E-39,0.469614081,1.10E-18,0.139503906,a_not
TXNRD2,0.322159529,2.47E-10,0.182672112,0.00185322,0.139487417,a_not
PEPD,0.479436227,1.51E-22,0.340016935,1.13E-10,0.139419292,a_not
FAM76A,0.594760151,1.41E-36,0.455396054,6.27E-10,0.139364096,a_not
FUT11,0.297260261,6.06E-09,0.157946041,0.026643361,0.13931422,a_not
TMEM179B,0.480343011,1.22E-22,0.341164999,3.12E-07,0.139178012,a_not
EFTUD1,0.563170433,3.52E-32,0.424003333,5.81E-16,0.1391671,a_not
HSPA1L,0.157166094,0.0024985,0.018059418,0.777187361,0.139106676,a_not
PGM3,0.512188855,5.31E-26,0.373117826,1.56E-13,0.139071029,a_not
FADD,0.649588579,1.75E-45,0.51059654,5.40E-20,0.138992039,a_not
ATG9A,0.431465237,4.06E-18,0.292474419,1.65E-07,0.138990819,a_not
TTL,0.189267277,0.000260733,0.050294804,0.498950782,0.138972472,a_not
KDM4B,0.41066652,2.10E-16,0.271700985,0.000215698,0.138965535,a_not
SH3BP1,0.368504751,2.80E-13,0.229539379,9.18E-06,0.138965373,a_not
EEF1A2,0.14838287,0.00433631,0.009439105,0.888277322,0.138943765,a_not
UGCG,0.301494516,3.59E-09,0.162561378,0.056782011,0.138933138,a_not
PIK3AP1,0.126916517,0.014840119,-0.011972519,0.85483308,0.138889036,a_not
DDX39A,0.441668992,5.29E-19,0.302809727,5.25E-09,0.138859265,a_not
EPN1,0.45386277,4.23E-20,0.315024653,1.22E-08,0.138838117,a_not
NCAPH,0.26471635,2.56E-07,0.125911973,0.030331686,0.138804377,a_not
PKIB,0.009545216,0.855198039,-0.129220987,0.147637702,0.138766203,a_not
DOCK9,0.389356304,9.06E-15,0.250629941,3.44E-05,0.138726363,a_not
MCEE,0.174778136,0.000758876,0.036085956,0.518777319,0.13869218,a_not
RAP2B,0.265641786,2.32E-07,0.126970004,0.017315614,0.138671782,a_not
FAM3C,0.321772851,2.61E-10,0.183145567,0.000436815,0.138627284,a_not
HDDC2,0.495400965,3.48E-24,0.356839926,1.19E-09,0.138561039,a_not
TBC1D9B,0.524860653,1.93E-27,0.386351459,2.10E-14,0.138509194,a_not
ITPK1,0.50643179,2.29E-25,0.367961782,5.10E-12,0.138470009,a_not
VMP1,0.592346124,3.17E-36,0.453885924,7.26E-10,0.1384602,a_not
AGAP1,0.414042182,1.13E-16,0.275707144,6.16E-06,0.138335039,a_not
CHMP5,0.468214514,1.89E-21,0.329962429,8.53E-11,0.138252085,a_not
G3BP2,0.608140617,1.36E-38,0.470000203,1.45E-21,0.138140415,a_not
HPX,0.13543082,0.009290654,-0.002697684,0.962577261,0.138128504,a_not
MAPK3,0.384625604,2.02E-14,0.246572941,2.05E-06,0.138052663,a_not
MICAL2,0.258613069,4.90E-07,0.120634304,0.069037879,0.137978764,a_not
KCTD9,0.444585201,2.92E-19,0.30666519,0.00015821,0.137920011,a_not
SMARCD3,0.19272313,0.000199681,0.054882361,0.409500783,0.137840769,a_not
BIRC6,0.418621571,4.79E-17,0.280840516,1.18E-07,0.137781055,a_not
ARL2BP,0.392495025,5.29E-15,0.25480578,4.58E-05,0.137689245,a_not
SNX27,0.474427834,4.72E-22,0.336790372,9.33E-11,0.137637462,a_not
FNDC3A,0.367805158,3.13E-13,0.230297287,1.96E-05,0.137507871,a_not
CCDC51,0.399522469,1.55E-15,0.262029554,7.69E-07,0.137492916,a_not
SAMD4A,0.085135141,0.102978853,-0.052144785,0.546571988,0.137279926,a_not
RBM45,0.209048862,5.31E-05,0.071812744,0.297981485,0.137236118,a_not
NASP,0.403496776,7.67E-16,0.266274545,2.83E-07,0.137222231,a_not
ILF3,0.526110726,1.38E-27,0.388961437,1.29E-13,0.137149289,a_not
SLC25A19,0.567476727,9.44E-33,0.430351502,2.26E-13,0.137125225,a_not
NHEJ1,0.375161342,9.62E-14,0.238069065,1.63E-05,0.137092277,a_not
MRE11A,0.530752996,3.95E-28,0.393684357,6.67E-14,0.137068638,a_not
TAX1BP1,0.535085563,1.20E-28,0.398048081,3.74E-10,0.137037482,a_not
LIMS2,0.16756348,0.001253889,0.030556944,0.753570213,0.137006535,a_not
TFG,0.544853307,7.74E-30,0.407858907,3.84E-16,0.1369944,a_not
ALKBH3,0.294204574,8.80E-09,0.157216412,0.036633724,0.136988162,a_not
MDN1,0.441290845,5.71E-19,0.304327014,1.96E-08,0.136963831,a_not
DEF8,0.429646521,5.79E-18,0.292705459,0.002217006,0.136941062,a_not
TOM1,0.426102223,1.15E-17,0.289187851,1.61E-08,0.136914372,a_not
WDTC1,0.340906437,1.82E-11,0.204068848,0.001072563,0.136837589,a_not
ALKBH5,0.521851652,4.30E-27,0.385014681,3.21E-11,0.13683697,a_not
YARS2,0.547738384,3.39E-30,0.410909945,4.25E-16,0.13682844,a_not
CLYBL,0.312720105,8.62E-10,0.175950335,0.001122525,0.13676977,a_not
CARD9,0.19476473,0.000170193,0.058002783,0.395205306,0.136761947,a_not
NUTF2,0.411134958,1.92E-16,0.274451756,1.17E-07,0.136683202,a_not
NISCH,0.453653126,4.42E-20,0.317009582,9.16E-08,0.136643544,a_not
NCKIPSD,0.477416853,2.39E-22,0.340788192,7.06E-09,0.136628662,a_not
CEBPZ,0.4191629,4.33E-17,0.282580095,8.22E-08,0.136582805,a_not
LARS,0.572592699,1.93E-33,0.436012246,1.65E-18,0.136580453,a_not
LPP,0.295578901,7.45E-09,0.159231721,0.002185651,0.13634718,a_not
VNN1,0.085182359,0.102787343,-0.051159201,0.607805194,0.13634156,a_not
CRELD2,0.499684393,1.22E-24,0.363502053,4.46E-10,0.13618234,a_not
HDHD3,0.415348589,8.83E-17,0.279194766,5.59E-08,0.136153823,a_not
DCPS,0.578334475,3.13E-34,0.442208758,1.28E-18,0.136125717,a_not
NT5DC1,0.480526567,1.17E-22,0.34445088,2.36E-11,0.136075687,a_not
PLTP,0.209217782,5.24E-05,0.073269189,0.231026659,0.135948593,a_not
PGR,-0.02823502,0.589261474,-0.164095535,0.051010724,0.135860515,a_not
CDH5,0.015204538,0.771282211,-0.120616585,0.144218856,0.135821123,a_not
BID,0.331599984,6.80E-11,0.195859871,0.000180564,0.135740113,a_not
FAF2,0.667607329,7.93E-49,0.531875711,2.91E-28,0.135731618,a_not
METAP1,0.456402804,2.47E-20,0.320694749,4.44E-10,0.135708055,a_not
SRSF3,0.202093042,9.46E-05,0.066480735,0.203853505,0.135612307,a_not
ADNP2,0.427924837,8.10E-18,0.292329714,0.000184705,0.135595124,a_not
TRIAP1,0.47490475,4.23E-22,0.339318662,2.91E-08,0.135586088,a_not
RILPL1,0.272746956,1.06E-07,0.137168096,0.023665263,0.135578861,a_not
RYBP,0.479447972,1.50E-22,0.343981067,4.83E-08,0.135466905,a_not
BCAP29,0.38348912,2.44E-14,0.248044645,3.08E-05,0.135444475,a_not
TMEM223,0.386340305,1.51E-14,0.250909599,8.50E-05,0.135430706,a_not
BTF3L4,0.425648331,1.26E-17,0.290223376,7.41E-07,0.135424956,a_not
NDUFS7,0.245191752,1.93E-06,0.109840445,0.035935931,0.135351307,a_not
A1BG,0.087093625,0.095269544,-0.048183792,0.412039442,0.135277417,a_not
C16orf62,0.207655831,5.97E-05,0.072449627,0.18261801,0.135206204,a_not
MEF2D,0.310612513,1.13E-09,0.175542293,0.015140142,0.135070221,a_not
HBS1L,0.484395742,4.77E-23,0.349362177,3.18E-11,0.135033566,a_not
KLF16,0.260145311,4.17E-07,0.125126578,0.133722521,0.135018733,a_not
PFKFB2,0.309115789,1.37E-09,0.174172334,0.000904715,0.134943455,a_not
PTPN23,0.479068955,1.64E-22,0.344136173,1.47E-11,0.134932782,a_not
B3GAT3,0.339838145,2.12E-11,0.204945392,0.00050984,0.134892752,a_not
ATG4B,0.508119162,1.50E-25,0.373234881,1.89E-11,0.134884281,a_not
GALNT12,0.160562064,0.002003551,0.025703516,0.738600721,0.134858548,a_not
FAM114A2,0.536488481,8.15E-29,0.401644165,5.96E-14,0.134844317,a_not
TEFM,0.451390172,7.12E-20,0.316559371,3.96E-07,0.134830801,a_not
NDOR1,0.495746527,3.20E-24,0.361001746,9.90E-07,0.134744781,a_not
OTUD6B,0.523018202,3.16E-27,0.388274922,3.68E-12,0.13474328,a_not
SLC9A1,0.259643478,4.40E-07,0.124905108,0.045028597,0.134738371,a_not
TRA2B,0.34169602,1.62E-11,0.20705605,6.58E-05,0.13463997,a_not
MARVELD2,0.315922683,5.67E-10,0.181339873,0.02092207,0.13458281,a_not
WDR6,0.404205804,6.76E-16,0.269656867,3.55E-05,0.134548937,a_not
CENPV,0.218838337,2.28E-05,0.084312478,0.135408713,0.134525859,a_not
SUCLG1,0.28321775,3.24E-08,0.148739809,0.004242562,0.134477941,a_not
PRMT3,0.467416976,2.26E-21,0.332960597,2.81E-09,0.13445638,a_not
RPS27,0.232481604,6.59E-06,0.098107777,0.098338834,0.134373827,a_not
DENND1B,0.242942251,2.41E-06,0.108606779,0.206480458,0.134335472,a_not
MDP1,0.422367534,2.36E-17,0.288040603,0.000367797,0.134326931,a_not
BCL9,0.319034938,3.76E-10,0.184708076,0.003377454,0.134326862,a_not
CIRBP,0.308274978,1.53E-09,0.174037318,0.000992259,0.13423766,a_not
KATNAL1,0.162470294,0.00176649,0.028286213,0.731143636,0.134184081,a_not
TSSC4,0.448038316,1.43E-19,0.313876338,5.00E-08,0.134161978,a_not
S100A8,0.07826803,0.133968891,-0.055870065,0.338934351,0.134138095,a_not
KIAA1211,0.274409128,8.83E-08,0.140336306,0.057425882,0.134072822,a_not
SP100,0.280110173,4.63E-08,0.146087273,0.009650523,0.1340229,a_not
PROC,0.150628948,0.003776201,0.016626328,0.841577215,0.13400262,a_not
PPP1R10,0.247032604,1.61E-06,0.113073654,0.044929322,0.13395895,a_not
PIP4K2B,0.593953643,1.85E-36,0.460009584,7.38E-16,0.133944059,a_not
PFKL,0.476498585,2.95E-22,0.3426349,1.42E-11,0.133863685,a_not
B2M,0.262632128,3.20E-07,0.128784954,0.013420066,0.133847174,a_not
NLE1,0.415129105,9.20E-17,0.281310985,1.45E-07,0.133818119,a_not
HDAC7,0.259695812,4.38E-07,0.125899878,0.036578461,0.133795935,a_not
DNAJA2,0.645539533,9.20E-45,0.511755149,9.40E-26,0.133784384,a_not
UBE2G1,0.602382718,1.03E-37,0.468627253,3.36E-16,0.133755465,a_not
TATDN3,0.392435356,5.35E-15,0.258735703,9.62E-05,0.133699653,a_not
SMAD1,0.490692904,1.08E-23,0.357000077,2.07E-08,0.133692827,a_not
ENOSF1,0.42067613,3.25E-17,0.28699636,1.55E-06,0.13367977,a_not
TUT1,0.467651582,2.15E-21,0.33403003,6.26E-08,0.133621553,a_not
MAP2K3,0.406708819,4.31E-16,0.273094524,1.25E-07,0.133614296,a_not
BPHL,0.519769627,7.44E-27,0.386320861,6.13E-13,0.133448766,a_not
CMAS,0.466301365,2.89E-21,0.332873478,6.04E-11,0.133427887,a_not
UBE2Q1,0.609010024,1.00E-38,0.47567851,6.21E-17,0.133331514,a_not
FEM1B,0.367120252,3.49E-13,0.233854073,0.000484053,0.133266179,a_not
H6PD,0.296083423,7.00E-09,0.162825615,0.001725294,0.133257809,a_not
RAB22A,0.676109287,1.73E-50,0.542853432,8.76E-23,0.133255855,a_not
CBLC,0.238090776,3.87E-06,0.104863478,0.262596646,0.133227298,a_not
PROCR,0.216308781,2.85E-05,0.08310717,0.137963984,0.133201611,a_not
PGPEP1,0.310141773,1.20E-09,0.176956093,0.006419254,0.13318568,a_not
RTN4IP1,0.599013888,3.30E-37,0.465834947,1.11E-15,0.133178941,a_not
CYP2J2,0.170616551,0.00101627,0.037450413,0.696362745,0.133166137,a_not
NUBPL,0.455356095,3.08E-20,0.322232562,1.32E-09,0.133123534,a_not
PROSC,0.681405757,1.50E-51,0.548343587,2.84E-30,0.13306217,a_not
MTMR3,0.515730635,2.13E-26,0.382693447,2.01E-10,0.133037188,a_not
CENPH,0.296461722,6.69E-09,0.163462311,0.022410866,0.132999411,a_not
YWHAB,0.621633826,1.01E-40,0.488767359,1.70E-23,0.132866467,a_not
MRPS21,0.247496196,1.53E-06,0.114672566,0.046469299,0.13282363,a_not
GRPEL2,0.448356656,1.34E-19,0.315556199,9.89E-05,0.132800457,a_not
GINS2,0.256006616,6.44E-07,0.123209035,0.12421213,0.132797581,a_not
ETHE1,0.373512249,1.26E-13,0.240718212,3.09E-06,0.132794038,a_not
SCO2,0.40259704,9.01E-16,0.269813903,1.32E-06,0.132783137,a_not
STXBP5,0.30171438,3.50E-09,0.168978177,0.004651886,0.132736203,a_not
ACADM,0.447297162,1.67E-19,0.314682523,7.04E-10,0.132614638,a_not
L2HGDH,0.525435861,1.66E-27,0.392825427,2.32E-14,0.132610434,a_not
FKBP1A,0.557812219,1.77E-31,0.425205027,1.37E-17,0.132607191,a_not
RASAL2,0.315664944,5.87E-10,0.183073706,0.008768857,0.132591238,a_not
KIAA1191,0.551273498,1.21E-30,0.418776089,1.08E-11,0.132497409,a_not
SYNJ2,0.36533261,4.62E-13,0.232863369,0.000497238,0.132469241,a_not
CENPE,0.206327771,6.68E-05,0.073933295,0.301831704,0.132394477,a_not
RNASEH2B,0.362837298,6.82E-13,0.230521742,7.01E-05,0.132315556,a_not
LRRC20,0.280525152,4.42E-08,0.14822468,0.020543893,0.132300472,a_not
VPS54,0.374162928,1.13E-13,0.241867896,0.000725232,0.132295032,a_not
SEPP1,0.119998977,0.021308469,-0.012226004,0.871327825,0.132224981,a_not
KLC4,0.454131316,4.00E-20,0.321908379,3.58E-10,0.132222937,a_not
RPAP3,0.428163015,7.73E-18,0.295985751,4.06E-08,0.132177264,a_not
UBR7,0.546091315,5.43E-30,0.413938863,2.62E-13,0.132152453,a_not
DEK,0.435034141,2.01E-18,0.302992919,2.98E-09,0.132041222,a_not
TRMT11,0.503659794,4.57E-25,0.371626876,4.21E-10,0.132032918,a_not
DHX38,0.51946113,8.07E-27,0.387430715,1.08E-13,0.132030416,a_not
LTBP4,0.205518271,7.14E-05,0.073528823,0.198857514,0.131989448,a_not
SCYL1,0.513396784,3.90E-26,0.381444963,5.11E-14,0.131951822,a_not
DDX31,0.496818517,2.46E-24,0.364921255,4.05E-10,0.131897262,a_not
CASP6,0.32698541,1.29E-10,0.195090661,0.000221472,0.131894749,a_not
LRRC14,0.554537737,4.66E-31,0.42264631,1.10E-11,0.131891427,a_not
KRT23,0.150942314,0.003703493,0.019056347,0.74786539,0.131885966,a_not
BRMS1L,0.453036441,5.04E-20,0.321210368,7.16E-08,0.131826073,a_not
RCC2,0.435331614,1.89E-18,0.30351744,2.79E-09,0.131814174,a_not
UBQLN4,0.512641665,4.73E-26,0.380905455,3.91E-11,0.13173621,a_not
RAD23B,0.588962392,9.81E-36,0.457242164,2.06E-20,0.131720228,a_not
SRGAP1,0.284232922,2.88E-08,0.152516969,0.013281477,0.131715953,a_not
ATG3,0.427310768,9.12E-18,0.295598592,7.43E-09,0.131712176,a_not
REST,0.280791774,4.28E-08,0.149122201,0.03371771,0.131669573,a_not
TBC1D5,0.395873588,2.95E-15,0.264204364,1.31E-06,0.131669224,a_not
PDZD8,0.302020302,3.37E-09,0.170451862,0.015816183,0.13156844,a_not
LIMD1,0.462975153,5.99E-21,0.331406975,1.18E-08,0.131568178,a_not
SORT1,0.406493499,4.48E-16,0.274935519,6.37E-07,0.13155798,a_not
